country,time,mcv2_vacc
omn,2022,98
omn,2023,99
pak,2009,30
pak,2010,34
pak,2011,38
pak,2012,42
pak,2013,43
pak,2014,48
pak,2015,54
pak,2016,67
pak,2017,67
pak,2018,67
pak,2019,74
pak,2020,77
pak,2021,79
pak,2022,79
pak,2023,80
pan,2000,88
pan,2001,88
pan,2002,88
pan,2003,89
pan,2004,89
pan,2005,89
pan,2006,86
pan,2007,83
pan,2008,79
pan,2009,76
pan,2010,73
pan,2011,81
pan,2012,72
pan,2013,68
pan,2014,90
pan,2015,92
pan,2016,93
pan,2017,93
pan,2018,99
pan,2019,97
pan,2020,74
pan,2021,75
pan,2022,75
pan,2023,73
per,2007,9
per,2008,17
per,2009,42
per,2010,56
per,2011,70
per,2012,63
per,2013,54
per,2014,44
per,2015,63
per,2016,68
per,2017,67
per,2018,67
per,2019,66
per,2020,52
per,2021,60
per,2022,54
per,2023,66
phl,2009,19
phl,2010,10
phl,2011,36
phl,2012,42
phl,2013,54
phl,2014,54
phl,2015,57
phl,2016,62
phl,2017,64
phl,2018,65
phl,2019,70
phl,2020,68
phl,2021,55
phl,2022,64
phl,2023,69
png,2019,20
png,2020,27
png,2021,20
png,2022,25
png,2023,41
pol,2000,96
pol,2001,96
pol,2002,97
pol,2003,97
pol,2004,96
pol,2005,90
pol,2006,99
pol,2007,98
pol,2008,97
pol,2009,95
pol,2010,94
pol,2011,95
pol,2012,95
pol,2013,93
pol,2014,95
pol,2015,94
pol,2016,93
pol,2017,93
pol,2018,92
pol,2019,91
pol,2020,86
pol,2021,86
pol,2022,86
pol,2023,86
prk,2008,75
prk,2009,75
prk,2010,76
prk,2011,76
prk,2012,76
prk,2013,76
prk,2014,76
prk,2015,85
prk,2016,98
prk,2017,98
prk,2018,99
prk,2019,98
prk,2020,99
prk,2021,91
prk,2022,0
prk,2023,16
prt,2000,48
prt,2001,56
prt,2002,64
prt,2003,72
prt,2004,79
prt,2005,87
prt,2006,95
prt,2007,95
prt,2008,95
prt,2009,95
prt,2010,95
prt,2011,96
prt,2012,96
prt,2013,96
prt,2014,96
prt,2015,95
prt,2016,95
prt,2017,95
prt,2018,96
prt,2019,96
prt,2020,95
prt,2021,95
prt,2022,96
prt,2023,95
pry,2005,31
pry,2006,61
pry,2007,74
pry,2008,84
pry,2009,77
pry,2010,77
pry,2011,78
pry,2012,75
pry,2013,76
pry,2014,76
pry,2015,72
pry,2016,87
pry,2017,82
pry,2018,83
pry,2019,83
pry,2020,72
pry,2021,67
pry,2022,53
pry,2023,57
pse,2000,95
pse,2001,94
pse,2002,93
pse,2003,94
pse,2004,94
pse,2005,97
pse,2006,92
pse,2007,87
pse,2008,99
pse,2009,97
pse,2010,94
pse,2011,95
pse,2012,97
pse,2013,98
pse,2014,99
pse,2015,99
pse,2016,99
pse,2017,99
pse,2018,99
pse,2019,99
pse,2020,99
pse,2021,99
pse,2022,93
pse,2023,89
qat,2002,91
qat,2003,91
qat,2004,95
qat,2005,98
qat,2006,87
qat,2007,91
qat,2008,95
qat,2009,99
qat,2010,98
qat,2011,99
qat,2012,99
qat,2013,99
qat,2014,95
qat,2015,91
qat,2016,92
qat,2017,93
qat,2018,95
qat,2019,98
qat,2020,88
qat,2021,99
qat,2022,99
qat,2023,99
rou,2000,96
rou,2001,97
rou,2002,97
rou,2003,97
rou,2004,96
rou,2005,96
rou,2006,96
rou,2007,96
rou,2008,95
rou,2009,94
rou,2010,93
rou,2011,91
rou,2012,90
rou,2013,88
rou,2014,84
rou,2015,80
rou,2016,76
rou,2017,75
rou,2018,81
rou,2019,76
rou,2020,75
rou,2021,75
rou,2022,71
rou,2023,62
rus,2000,86
rus,2001,88
rus,2002,93
rus,2003,96
rus,2004,97
rus,2005,97
rus,2006,97
rus,2007,97
rus,2008,97
rus,2009,97
rus,2010,98
rus,2011,97
rus,2012,97
rus,2013,97
rus,2014,97
rus,2015,97
rus,2016,97
rus,2017,97
rus,2018,97
rus,2019,97
rus,2020,96
rus,2021,96
rus,2022,97
rus,2023,97
rwa,2015,87
rwa,2016,90
rwa,2017,95
rwa,2018,96
rwa,2019,92
rwa,2020,91
rwa,2021,85
rwa,2022,91
rwa,2023,88
sau,2001,96
sau,2002,96
sau,2003,97
sau,2004,97
sau,2005,97
sau,2006,97
sau,2007,98
sau,2008,98
sau,2009,98
sau,2010,98
sau,2011,97
sau,2012,98
sau,2013,99
sau,2014,98
sau,2015,96
sau,2016,96
sau,2017,96
sau,2018,97
sau,2019,96
sau,2020,96
sau,2021,97
sau,2022,98
sau,2023,96
sdn,2012,24
sdn,2013,57
sdn,2014,61
sdn,2015,69
sdn,2016,69
sdn,2017,72
sdn,2018,72
sdn,2019,74
sdn,2020,68
sdn,2021,63
sdn,2022,51
sdn,2023,38
sen,2014,13
sen,2015,54
sen,2016,57
sen,2017,59
sen,2018,62
sen,2019,63
sen,2020,63
sen,2021,64
sen,2022,64
sen,2023,64
sgp,2000,98
sgp,2001,96
sgp,2002,96
sgp,2003,96
sgp,2004,96
sgp,2005,95
sgp,2006,96
sgp,2007,96
sgp,2008,96
sgp,2009,96
sgp,2010,96
sgp,2011,96
sgp,2012,95
sgp,2013,90
sgp,2014,90
sgp,2015,90
sgp,2016,88
sgp,2017,90
sgp,2018,91
sgp,2019,92
sgp,2020,94
sgp,2021,93
sgp,2022,92
sgp,2023,92
slb,2018,54
slb,2019,54
slb,2020,51
slb,2021,40
slb,2022,90
slb,2023,48
sle,2015,60
sle,2016,50
sle,2017,55
sle,2018,64
sle,2019,72
sle,2020,67
sle,2021,67
sle,2022,73
sle,2023,73
slv,2003,77
slv,2004,80
slv,2005,85
slv,2006,89
slv,2007,86
slv,2008,79
slv,2009,82
slv,2010,78
slv,2011,81
slv,2012,95
slv,2013,85
slv,2014,85
slv,2015,88
slv,2016,87
slv,2017,86
slv,2018,85
slv,2019,76
slv,2020,66
slv,2021,80
slv,2022,72
slv,2023,71
som,2021,4
som,2022,8
som,2023,13
srb,2000,78
srb,2001,74
srb,2002,75
srb,2003,96
srb,2004,96
srb,2005,98
srb,2006,90
srb,2007,96
srb,2008,97
srb,2009,87
srb,2010,91
srb,2011,90
srb,2012,90
srb,2013,82
srb,2014,91
srb,2015,86
srb,2016,90
srb,2017,91
srb,2018,90
srb,2019,91
srb,2020,84
srb,2021,86
srb,2022,89
srb,2023,91
ssd,2011,66
ssd,2012,67
ssd,2013,56
ssd,2014,52
ssd,2015,52
ssd,2016,45
ssd,2017,60
ssd,2018,60
ssd,2019,61
ssd,2020,65
ssd,2021,69
ssd,2022,72
ssd,2023,72
stp,2014,71
stp,2015,76
stp,2016,76
stp,2017,76
stp,2018,76
stp,2019,81
stp,2020,75
stp,2021,69
stp,2022,80
stp,2023,90
svk,2000,99
svk,2001,99
svk,2002,99
svk,2003,99
svk,2004,98
svk,2005,98
svk,2006,99
svk,2007,98
svk,2008,99
svk,2009,99
svk,2010,99
svk,2011,99
svk,2012,99
svk,2013,99
svk,2014,98
svk,2015,98
svk,2016,97
svk,2017,97
svk,2018,97
svk,2019,98
svk,2020,98
svk,2021,96
svk,2022,96
svk,2023,95
svn,2000,98
svn,2001,98
svn,2002,98
svn,2003,98
svn,2004,99
svn,2005,99
svn,2006,99
svn,2007,98
svn,2008,98
svn,2009,98
svn,2010,96
svn,2011,96
svn,2012,96
svn,2013,95
svn,2014,94
svn,2015,96
svn,2016,93
svn,2017,94
svn,2018,94
svn,2019,94
svn,2020,91
svn,2021,91
svn,2022,92
svn,2023,89
swe,2000,94
swe,2001,94
swe,2002,94
swe,2003,95
swe,2004,95
swe,2005,95
swe,2006,95
swe,2007,95
swe,2008,94
swe,2009,95
swe,2010,94
swe,2011,95
swe,2012,95
swe,2013,95
swe,2014,95
swe,2015,95
swe,2016,95
swe,2017,95
swe,2018,94
swe,2019,93
swe,2020,92
swe,2021,91
swe,2022,91
swe,2023,92
swz,2002,99
swz,2003,99
swz,2004,99
swz,2005,99
swz,2006,99
swz,2007,99
swz,2008,99
swz,2009,99
swz,2010,99
swz,2011,92
swz,2012,52
swz,2013,89
swz,2014,89
swz,2015,83
swz,2016,76
swz,2017,70
swz,2018,75
swz,2019,75
swz,2020,70
swz,2021,69
swz,2022,77
swz,2023,82
syc,2001,98
syc,2002,99
syc,2003,99
syc,2004,99
syc,2005,99
syc,2006,99
syc,2007,99
syc,2008,98
syc,2009,99
syc,2010,98
syc,2011,99
syc,2012,99
syc,2013,97
syc,2014,98
syc,2015,98
syc,2016,99
syc,2017,99
syc,2018,97
syc,2019,99
syc,2020,99
syc,2021,86
syc,2022,98
syc,2023,89
syr,2000,80
syr,2001,83
syr,2002,84
syr,2003,83
syr,2004,82
syr,2005,81
syr,2006,81
syr,2007,81
syr,2008,81
syr,2009,82
syr,2010,82
syr,2011,76
syr,2012,64
syr,2013,62
syr,2014,60
syr,2015,58
syr,2016,63
syr,2017,70
syr,2018,65
syr,2019,65
syr,2020,64
syr,2021,64
syr,2022,49
syr,2023,64
tcd,2022,2
tcd,2023,35
tgo,2019,53
tgo,2020,46
tgo,2021,50
tgo,2022,57
tgo,2023,58
tha,2000,99
tha,2001,86
tha,2002,89
tha,2003,92
tha,2004,95
tha,2005,95
tha,2006,94
tha,2007,94
tha,2008,91
tha,2009,91
tha,2010,91
tha,2011,91
tha,2012,91
tha,2013,94
tha,2014,94
tha,2015,95
tha,2016,95
tha,2017,95
tha,2018,87
tha,2019,87
tha,2020,87
tha,2021,87
tha,2022,87
tha,2023,87
tjk,2000,59
tjk,2001,72
tjk,2002,93
tjk,2003,94
tjk,2004,98
tjk,2005,92
tjk,2006,96
tjk,2007,90
tjk,2008,87
tjk,2009,93
tjk,2010,95
tjk,2011,96
tjk,2012,97
tjk,2013,97
tjk,2014,98
tjk,2015,94
tjk,2016,97
tjk,2017,98
tjk,2018,97
tjk,2019,97
tjk,2020,97
tjk,2021,96
tjk,2022,97
tjk,2023,96
tkm,2000,92
tkm,2001,94
tkm,2002,87
tkm,2003,89
tkm,2004,90
tkm,2005,98
tkm,2006,99
tkm,2007,98
tkm,2008,99
tkm,2009,99
tkm,2010,99
tkm,2011,99
tkm,2012,99
tkm,2013,99
tkm,2014,99
tkm,2015,99
tkm,2016,99
tkm,2017,99
tkm,2018,99
tkm,2019,99
tkm,2020,99
tkm,2021,98
tkm,2022,99
tkm,2023,99
tls,2016,30
tls,2017,74
tls,2018,74
tls,2019,74
tls,2020,72
tls,2021,72
tls,2022,72
tls,2023,72
ton,2003,96
ton,2004,99
ton,2005,98
ton,2006,99
ton,2007,99
ton,2008,98
ton,2009,98
ton,2010,98
ton,2011,99
ton,2012,95
ton,2013,99
ton,2014,92
ton,2015,99
ton,2016,99
ton,2017,99
ton,2018,99
ton,2019,99
ton,2020,99
ton,2021,99
ton,2022,99
ton,2023,99
tun,2000,98
tun,2001,99
tun,2002,98
tun,2003,99
tun,2004,99
tun,2005,99
tun,2006,98
tun,2007,98
tun,2008,99
tun,2009,97
tun,2010,98
tun,2011,96
tun,2012,96
tun,2013,98
tun,2014,95
tun,2015,98
tun,2016,97
tun,2017,97
tun,2018,99
tun,2019,97
tun,2020,96
tun,2021,98
tun,2022,98
tun,2023,97
tur,2001,91
tur,2002,83
tur,2003,97
tur,2004,97
tur,2005,98
tur,2006,84
tur,2007,94
tur,2008,92
tur,2009,88
tur,2010,91
tur,2011,86
tur,2012,85
tur,2013,98
tur,2014,88
tur,2015,86
tur,2016,85
tur,2017,86
tur,2018,87
tur,2019,88
tur,2020,93
tur,2021,93
tur,2022,94
tur,2023,94
tuv,2001,99
tuv,2002,97
tuv,2003,93
tuv,2004,90
tuv,2005,86
tuv,2006,83
tuv,2007,74
tuv,2008,82
tuv,2009,84
tuv,2010,87
tuv,2011,90
tuv,2012,93
tuv,2013,84
tuv,2014,91
tuv,2015,86
tuv,2016,92
tuv,2017,94
tuv,2018,81
tuv,2019,92
tuv,2020,85
tuv,2021,84
tuv,2022,89
tuv,2023,98
tza,2014,29
tza,2015,53
tza,2016,63
tza,2017,67
tza,2018,68
tza,2019,70
tza,2020,64
tza,2021,60
tza,2022,73
tza,2023,78
uga,2022,49
uga,2023,21
ukr,2000,99
ukr,2001,98
ukr,2002,98
ukr,2003,99
ukr,2004,97
ukr,2005,96
ukr,2006,98
ukr,2007,96
ukr,2008,95
ukr,2009,68
ukr,2010,41
ukr,2011,56
ukr,2012,54
ukr,2013,54
ukr,2014,57
ukr,2015,57
ukr,2016,31
ukr,2017,84
ukr,2018,90
ukr,2019,92
ukr,2020,82
ukr,2021,86
ukr,2022,69
ukr,2023,87
ury,2013,92
ury,2014,93
ury,2015,93
ury,2016,92
ury,2017,92
ury,2018,91
ury,2019,99
ury,2020,91
ury,2021,82
ury,2022,92
ury,2023,90
uzb,2000,98
uzb,2001,98
uzb,2002,97
uzb,2003,98
uzb,2004,99
uzb,2005,81
uzb,2006,63
uzb,2007,44
uzb,2008,26
uzb,2009,8
uzb,2010,54
uzb,2011,99
uzb,2012,99
uzb,2013,99
uzb,2014,99
uzb,2015,99
uzb,2016,99
uzb,2017,99
uzb,2018,99
uzb,2019,99
uzb,2020,99
uzb,2021,99
uzb,2022,99
uzb,2023,99
vct,2001,99
vct,2002,99
vct,2003,86
vct,2004,73
vct,2005,93
vct,2006,88
vct,2007,83
vct,2008,94
vct,2009,94
vct,2010,89
vct,2011,91
vct,2012,92
vct,2013,96
vct,2014,98
vct,2015,99
vct,2016,99
vct,2017,99
vct,2018,99
vct,2019,99
vct,2020,99
vct,2021,94
vct,2022,99
vct,2023,92
ven,2009,6
ven,2010,31
ven,2011,26
ven,2012,33
ven,2013,38
ven,2014,50
ven,2015,52
ven,2016,53
ven,2017,59
ven,2018,39
ven,2019,13
ven,2020,28
ven,2021,37
ven,2022,30
ven,2023,40
vnm,2007,18
vnm,2008,97
vnm,2009,96
vnm,2010,98
vnm,2011,93
vnm,2012,83
vnm,2013,86
vnm,2014,94
vnm,2015,92
vnm,2016,95
vnm,2017,93
vnm,2018,90
vnm,2019,92
vnm,2020,93
vnm,2021,85
vnm,2022,81
vnm,2023,86
vut,2023,21
wsm,2002,84
wsm,2003,65
wsm,2004,45
wsm,2005,26
wsm,2006,6
wsm,2007,36
wsm,2008,46
wsm,2009,14
wsm,2010,30
wsm,2011,50
wsm,2012,52
wsm,2013,74
wsm,2014,68
wsm,2015,55
wsm,2016,54
wsm,2017,54
wsm,2018,28
wsm,2019,59
wsm,2020,59
wsm,2021,50
wsm,2022,45
wsm,2023,75
yem,2005,21
yem,2006,26
yem,2007,32
yem,2008,35
yem,2009,38
yem,2010,43
yem,2011,46
yem,2012,40
yem,2013,46
yem,2014,42
yem,2015,37
yem,2016,44
yem,2017,40
yem,2018,39
yem,2019,38
yem,2020,36
yem,2021,41
yem,2022,45
yem,2023,45
zaf,2000,62
zaf,2001,54
zaf,2002,46
zaf,2003,52
zaf,2004,51
zaf,2005,48
zaf,2006,53
zaf,2007,49
zaf,2008,54
zaf,2009,63
zaf,2010,55
zaf,2011,54
zaf,2012,53
zaf,2013,50
zaf,2014,55
zaf,2015,59
zaf,2016,69
zaf,2017,78
zaf,2018,75
zaf,2019,79
zaf,2020,76
zaf,2021,82
zaf,2022,87
zaf,2023,84
zmb,2014,33
zmb,2015,47
zmb,2016,58
zmb,2017,64
zmb,2018,65
zmb,2019,66
zmb,2020,66
zmb,2021,69
zmb,2022,72
zmb,2023,75
zwe,2016,63
zwe,2017,78
zwe,2018,78
zwe,2019,75
zwe,2020,74
zwe,2021,76
zwe,2022,77
zwe,2023,77
